local_topics_sim:analytic,local_topics_sim:innovation,local_topics_sim:technology,global_topics_sim:analytic,global_topics_sim:innovation,global_topics_sim:technology,company,link,tic,edit_sim:analytic,edit_sim:innovation,edit_sim:technology,haskey:analytic,haskey:innovation,haskey:technology,sic,ni
0.5,0.5,0.5,-3.07468843460083,-1.4250335693359375,-2.662853479385376,luxco,https://www.prnewswire.com/news/luxco/,,0.3333333333333333,0.4,0.3,0.0,0.0,0.0,3577.0,-8.69
0.5,0.5,0.5,-2.4267139434814453,-1.710510015487671,-2.0668234825134277,lyra therapeutics inc.,https://www.prnewswire.com/news/lyra-therapeutics%2C-inc./,LYRA,0.3333333333333333,0.7,0.3,0.0,0.0,0.0,3841.0,-43.513
0.5,1.0,1.0,-2.147453546524048,0.9999998211860657,0.9999998211860657,mainstreet bancshares inc.,https://www.prnewswire.com/news/mainstreet-bancshares%2C-inc./,MNSB,0.375,0.6,0.3,0.0,0.0,0.0,6020.0,22.171
0.5,1.0,0.5,-2.22713041305542,0.9999998211860657,-1.3424129486083984,marine products corporation,https://www.prnewswire.com/news/marine-products-corporation/,MPX,0.375,0.6,0.4,0.0,0.0,0.0,3730.0,29.026
0.5,1.0,1.0,-2.013092041015625,0.9999998211860657,0.9999998211860657,maxeon solar technologies ltd.,https://www.prnewswire.com/news/maxeon-solar-technologies%2C-ltd./,MAXN,0.5,0.7272727272727273,1.0,0.0,0.0,1.0,3674.0,-254.52
0.5,1.0,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,meridian bioscience inc.,https://www.prnewswire.com/news/meridian-bioscience%2C-inc./,VIVO,0.4166666666666667,0.8,0.3,0.0,0.0,0.0,2835.0,71.407
1.0,1.0,0.9999999403953552,1.0,0.9999998211860657,0.9999998211860657,microsoft corp.,https://www.prnewswire.com/news/microsoft-corp./,,0.625,1.0,1.0,0.0,1.0,1.0,3577.0,-8.69
0.5,1.0,0.5,-2.4267139434814453,0.9999998211860657,-1.3424129486083984,milestone pharmaceuticals inc.,https://www.prnewswire.com/news/milestone-pharmaceuticals%2C-inc./,MIST,0.75,0.5,0.4,0.0,0.0,0.0,2836.0,-42.853
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,mirati therapeutics inc.,https://www.prnewswire.com/news/mirati-therapeutics%2C-inc./,MRTX,0.75,0.8,0.7692307692307693,0.0,0.0,1.0,2836.0,-581.784
0.5,1.0,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,mississippi power,https://www.prnewswire.com/news/mississippi-power/,BCON,0.4,0.6,0.4,0.0,0.0,0.0,,
0.5,0.5,0.5,-2.235215425491333,-1.531522512435913,-1.3424129486083984,moneyrates.com,https://www.prnewswire.com/news/moneyrates.com/,ACOM,0.75,0.45454545454545453,0.4,0.0,0.0,0.0,7370.0,62.895
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,mongodb inc.,https://www.prnewswire.com/news/mongodb%2C-inc./,MDB,0.4,1.0,1.0,0.0,1.0,1.0,7370.0,-306.866
0.5,0.5,1.0,-2.22713041305542,-1.7013132572174072,0.9999998211860657,moore kuehn pllc,https://www.prnewswire.com/news/moore-kuehn%2C-pllc/,,0.5,0.5454545454545454,0.75,0.0,0.0,0.0,3577.0,-8.69
0.5,1.0,1.0,-2.160017490386963,0.9999998211860657,0.9999998211860657,movano,https://www.prnewswire.com/news/movano/,MOVE,0.4,1.0,1.0,0.0,1.0,1.0,3845.0,-21.773
0.5,0.9999999403953552,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,nelnet inc.,https://www.prnewswire.com/news/nelnet%2C-inc./,NNI,0.3,0.5454545454545454,0.4,0.0,0.0,0.0,6141.0,393.286
0.5,1.0,1.0,-1.8926515579223633,0.9999998211860657,0.9999998211860657,neptune wellness solutions inc.,https://www.prnewswire.com/news/neptune-wellness-solutions-inc./,NEPT,0.4166666666666667,1.0,0.4,0.0,1.0,0.0,2836.0,-167.147
0.5,1.0,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,netease cloud music,https://www.prnewswire.com/news/netease-cloud-music/,,0.3333333333333333,0.5,0.3,0.0,0.0,0.0,3577.0,-8.69
0.5,1.0,0.9999999403953552,-2.1643717288970947,0.9999998211860657,0.9999998211860657,new oriental education and technology group inc.,https://www.prnewswire.com/news/new-oriental-education-and-technology-group-inc./,,0.375,0.5384615384615384,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-1.9321925640106201,0.9999998211860657,0.9999998211860657,nikola corporation,https://www.prnewswire.com/news/nikola-corporation/,NKLA,0.625,0.8,1.0,0.0,0.0,1.0,3711.0,-690.438
0.5,0.5,1.0,-2.360797882080078,-1.70430588722229,0.9999998211860657,northwest pipe company,https://www.prnewswire.com/news/northwest-pipe-company/,NWPX,0.3076923076923077,0.46153846153846156,0.3,0.0,0.0,0.0,3317.0,11.523
0.5,1.0,0.9999999403953552,-2.1643717288970947,0.9999998211860657,0.9999998211860657,nortonlifelock inc.,https://www.prnewswire.com/news/nortonlifelock-inc./,NLOK,0.375,0.5384615384615384,0.3,0.0,0.0,0.0,7372.0,836.0
0.5,1.0,1.0,-2.1643717288970947,0.9999998211860657,0.9999998211860657,novavax inc.,https://www.prnewswire.com/news/novavax%2C-inc./,NVAX,0.5,1.0,0.7692307692307693,0.0,1.0,1.0,2836.0,-1743.751
0.5,0.5,0.5,-2.22713041305542,-1.3257968425750732,-1.3424129486083984,oasis petroleum inc.,https://www.prnewswire.com/news/oasis-petroleum-inc./,OAS,0.375,0.7272727272727273,0.4,0.0,0.0,0.0,1311.0,319.602
0.5,0.5,0.5,-2.9470577239990234,-1.3257968425750732,-2.0668234825134277,ohio valley banc corp.,https://www.prnewswire.com/news/ohio-valley-banc-corp./,OVBC,0.2727272727272727,0.5,0.3,0.0,0.0,0.0,6020.0,11.732
0.5,0.5,1.0,-2.6255722045898438,-1.7013132572174072,0.9999998211860657,omega therapeutics,https://www.prnewswire.com/news/omega-therapeutics/,OMGA,0.375,0.5454545454545454,0.21428571428571427,0.0,0.0,0.0,2836.0,-68.28
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,oppenheimer  co. inc.,https://www.prnewswire.com/news/oppenheimer-%26-co.-inc./,OPY,0.625,1.0,1.0,0.0,1.0,1.0,6211.0,158.964
1.0000001192092896,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,oracle,https://www.prnewswire.com/news/oracle/,ORCL,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,7370.0,13746.0
0.5,0.5,0.9999999403953552,-2.1643717288970947,-1.70430588722229,0.9999998211860657,pf industries inc.,https://www.prnewswire.com/news/p%26f-industries%2C-inc./,ABRI,0.3076923076923077,0.8,0.75,0.0,0.0,0.0,,
0.5,0.5,1.0,-2.1643717288970947,-1.531522512435913,0.9999998211860657,prescience point capital management,https://www.prnewswire.com/news/prescience-point-capital-management/,HMPT,0.75,0.5454545454545454,0.4,0.0,0.0,0.0,6162.0,166.272
0.9999999403953552,1.0,0.9999998807907104,1.0,0.9999998211860657,0.9999998211860657,purcell julie  lefkowitz llp,https://www.prnewswire.com/news/purcell-julie-%26-lefkowitz-llp/,,0.8888888888888888,0.9090909090909091,1.0,1.0,1.0,1.0,3577.0,-8.69
1.0,0.9999999403953552,1.0,1.0,0.9999998211860657,0.9999998211860657,qualys inc.,https://www.prnewswire.com/news/qualys%2C-inc./,QLYS,0.75,1.0,1.0,0.0,1.0,1.0,7372.0,70.96
0.9999999403953552,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,quicklogic corporation,https://www.prnewswire.com/news/quicklogic-corporation/,QUIK,0.8888888888888888,0.6,1.0,1.0,0.0,1.0,3674.0,-6.616
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,realnetworks inc.,https://www.prnewswire.com/news/realnetworks%2C-inc./,RNWK,0.5,1.0,1.0,0.0,1.0,1.0,7370.0,-21.981
0.5,1.0,1.0,-2.1643717288970947,0.9999998211860657,0.9999998211860657,recursion,https://www.prnewswire.com/news/recursion/,RXRX,0.4166666666666667,0.5,0.6,0.0,0.0,0.0,2836.0,-186.479
0.5,1.0,1.0,-2.1643717288970947,0.9999998211860657,0.9999998211860657,redhill biopharma ltd.,https://www.prnewswire.com/news/redhill-biopharma-ltd./,ABVC,0.75,0.6,0.7692307692307693,0.0,0.0,1.0,2836.0,-12.839
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,regeneron pharmaceuticals inc.,https://www.prnewswire.com/news/regeneron-pharmaceuticals%2C-inc./,REGN,0.75,1.0,1.0,0.0,1.0,1.0,2834.0,8075.3
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,ritchie bros. auctioneers,https://www.prnewswire.com/news/ritchie-bros.-auctioneers/,RBA,0.4,0.8,1.0,0.0,0.0,1.0,7389.0,151.868
0.5,0.5,0.5,-2.590100049972534,-1.3257968425750732,-1.3424129486083984,rollins inc.,https://www.prnewswire.com/news/rollins-inc./,ROL,0.25,0.5384615384615384,0.3,0.0,0.0,0.0,7340.0,350.687
0.9999998807907104,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,rosen law firm p.a.,https://www.prnewswire.com/news/rosen-law-firm%2C-p.a./,,0.8888888888888888,0.9090909090909091,1.0,1.0,1.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-2.4545135498046875,0.9999998211860657,0.9999998211860657,rowley law pllc,https://www.prnewswire.com/news/rowley-law-pllc/,,0.625,0.9090909090909091,1.0,0.0,1.0,1.0,3577.0,-8.69
0.5,0.5,1.0,-2.387455701828003,-1.3257968425750732,0.9999998211860657,runway growth capital llc,https://www.prnewswire.com/news/runway-growth-capital-llc/,RWAY,0.4,0.3,0.75,0.0,0.0,0.0,6797.0,45.619
0.5,0.5,0.5,-2.160017490386963,-1.531522512435913,-1.3424129486083984,sandstorm gold ltd.,https://www.prnewswire.com/news/sandstorm-gold-ltd./,SAND,0.375,0.7,0.4,0.0,0.0,0.0,1040.0,27.622
0.5,0.5,1.0,-2.235215425491333,-1.3257968425750732,0.9999998211860657,schubert jonckheer  kolbe llp,https://www.prnewswire.com/news/schubert-jonckheer-%26-kolbe-llp/,,0.375,0.6,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,0.5,0.5,-2.661853313446045,-1.531522512435913,-1.3424129486083984,scripps,https://www.prnewswire.com/news/scripps/,SSP,0.3333333333333333,0.5,0.4,0.0,0.0,0.0,4833.0,122.712
0.5,1.0,1.0,-2.22713041305542,0.9999998211860657,0.9999998211860657,seaworld entertainment inc.,https://www.prnewswire.com/news/seaworld-entertainment%2C-inc./,SEAS,0.625,0.7272727272727273,1.0,0.0,0.0,1.0,7996.0,256.513
0.5,1.0,1.0,-2.1643717288970947,0.9999998211860657,0.9999998211860657,sera prognostics inc.,https://www.prnewswire.com/news/sera-prognostics%2C-inc./,SERA,0.375,0.5,0.7692307692307693,0.0,0.0,1.0,2835.0,-35.009
1.0,0.9999999403953552,1.0,1.0,0.9999998211860657,0.9999998211860657,sharecare,https://www.prnewswire.com/news/sharecare/,SHCR,0.4166666666666667,0.8,0.4,0.0,0.0,0.0,,
0.5,1.0,1.0,-1.8926515579223633,0.9999998211860657,0.9999998211860657,silicom ltd.,https://www.prnewswire.com/news/silicom-ltd./,SILC,0.4,0.6,1.0,0.0,0.0,1.0,3576.0,10.541
0.5,0.5,0.5,-2.885207176208496,-1.3257968425750732,-1.3424129486083984,sonesta international hotels corporation,https://www.prnewswire.com/news/sonesta-international-hotels-corporation/,SNSTA,0.5,0.5454545454545454,0.23076923076923078,0.0,0.0,0.0,7011.0,-2.024
0.5,0.5,1.0,-2.147453546524048,-1.3257968425750732,0.9999998211860657,sonim technologies inc.,https://www.prnewswire.com/news/sonim-technologies%2C-inc./,SONM,0.4166666666666667,0.6,1.0,0.0,0.0,1.0,3663.0,-38.627
0.5,1.0,1.0,-2.147453546524048,0.9999998211860657,0.9999998211860657,spirit airlines inc.,https://www.prnewswire.com/news/spirit-airlines%2C-inc./,SAVE,0.4,0.8,1.0,0.0,0.0,1.0,4512.0,-472.569
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,ssc,https://www.prnewswire.com/news/ss%26c/,,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,3577.0,-8.69
0.5,0.5,1.0,-2.235215425491333,-1.3257968425750732,0.9999998211860657,standard motor products inc.,https://www.prnewswire.com/news/standard-motor-products%2C-inc./,SMP,0.3333333333333333,0.6,0.75,0.0,0.0,0.0,3690.0,90.886
0.5,1.0,1.0,-1.9321925640106201,0.9999998211860657,0.9999998211860657,super micro computer inc.,https://www.prnewswire.com/news/super-micro-computer%2C-inc./,SMCI,0.5,0.8,1.0,0.0,0.0,1.0,3570.0,111.865
0.5,1.0,0.5,-2.3244497776031494,0.9999998211860657,-1.3424129486083984,syndax pharmaceuticals inc.,https://www.prnewswire.com/news/syndax-pharmaceuticals%2C-inc./,SNDX,0.375,1.0,0.7692307692307693,0.0,1.0,1.0,2836.0,24.926
0.9999998807907104,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,the integer group,https://www.prnewswire.com/news/the-integer-group/,FRF,0.375,0.6,0.75,0.0,0.0,0.0,,
0.5,1.0,1.0,-2.2916882038116455,0.9999998211860657,0.9999998211860657,the joint corp.,https://www.prnewswire.com/news/the-joint-corp./,JYNT,0.5555555555555556,0.6,1.0,0.0,0.0,1.0,6794.0,6.576
0.5,0.5,1.0,-2.013092041015625,-1.531522512435913,0.9999998211860657,the schall law firm,https://www.prnewswire.com/news/the-schall-law-firm/,,0.5,0.6,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-2.160017490386963,0.9999998211860657,0.9999998211860657,the9 limited,https://www.prnewswire.com/news/the9-limited/,,0.4,0.7272727272727273,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-2.147453546524048,0.9999998211860657,0.9999998211860657,titan international inc.,https://www.prnewswire.com/news/titan-international%2C-inc./,TWI,0.4,0.5384615384615384,0.3333333333333333,0.0,0.0,0.0,3523.0,49.586
0.9999999403953552,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,toyota motor north america,https://www.prnewswire.com/news/toyota-motor-north-america/,HMNA,0.6,1.0,1.0,0.0,1.0,1.0,,
0.5,1.0,1.0,-2.360797882080078,0.9999998211860657,0.9999998211860657,tradeup global corporation,https://www.prnewswire.com/news/tradeup-global-corporation/,TUGC,0.375,0.5454545454545454,0.4,0.0,0.0,0.0,,
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,trimble,https://www.prnewswire.com/news/trimble/,TRMB,1.0,1.0,1.0,1.0,1.0,1.0,3829.0,492.7
0.5,0.5,1.0,-2.235215425491333,-1.4250335693359375,0.9999998211860657,trip.com group limited,https://www.prnewswire.com/news/trip.com-group-limited/,ACOM,0.375,0.5,0.3,0.0,0.0,0.0,7370.0,62.895
0.5,0.5,1.0,-2.6590280532836914,-1.7013132572174072,0.9999998211860657,trueblue,https://www.prnewswire.com/news/trueblue/,TBI,0.2727272727272727,0.3,0.3,0.0,0.0,0.0,7363.0,61.634
0.5,1.0,1.0,-2.22713041305542,0.9999998211860657,0.9999998211860657,u.s. silica holdings inc.,https://www.prnewswire.com/news/u.s.-silica-holdings%2C-inc./,CHUY,0.4,0.6,1.0,0.0,0.0,1.0,5812.0,30.176
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,ultra clean holdings inc.,https://www.prnewswire.com/news/ultra-clean-holdings%2C-inc./,UCTT,0.625,0.7272727272727273,1.0,0.0,0.0,1.0,3674.0,119.5
0.5,0.5,1.0,-2.147453546524048,-1.4250335693359375,0.9999998211860657,unum group,https://www.prnewswire.com/news/unum-group/,UNMA,0.625,0.5384615384615384,0.4,0.0,0.0,0.0,,
0.5,0.9999999403953552,1.0,-2.22713041305542,0.9999998211860657,0.9999998211860657,up fintech holding limited,https://www.prnewswire.com/news/up-fintech-holding-limited/,,0.375,0.4,0.5,0.0,0.0,0.0,3577.0,-8.69
1.0,1.0,0.9999999403953552,1.0,0.9999998211860657,0.9999998211860657,usana,https://www.prnewswire.com/news/usana/,,0.45454545454545453,1.0,1.0,0.0,1.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-1.8906383514404297,0.9999998211860657,0.9999998211860657,verra mobility,https://www.prnewswire.com/news/verra-mobility/,GSHTW,0.5,1.0,1.0,0.0,1.0,1.0,,
0.5,1.0,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,viatris inc.,https://www.prnewswire.com/news/viatris-inc./,VTRS,0.5,0.7,0.3333333333333333,0.0,0.0,0.0,2834.0,-1269.1
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,vonage,https://www.prnewswire.com/news/vonage/,VG,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,7370.0,-24.497
0.5,0.5,1.0,-2.22713041305542,-1.3257968425750732,0.9999998211860657,voss capital,https://www.prnewswire.com/news/voss-capital/,ACAS,0.3,0.5,0.3,0.0,0.0,0.0,6797.0,-187.0
0.5,1.0,1.0,-2.235215425491333,0.9999998211860657,0.9999998211860657,vpt inc.,https://www.prnewswire.com/news/vpt%2C-inc./,,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,1.0,1.0,-2.013092041015625,0.9999998211860657,0.9999998211860657,w.w. grainger inc.,https://www.prnewswire.com/news/w.w.-grainger%2C-inc./,,0.625,0.8,1.0,0.0,0.0,1.0,3577.0,-8.69
0.5,0.5,0.5,-2.736492395401001,-1.3257968425750732,-1.9306259155273438,washington trust bancorp inc.,https://www.prnewswire.com/news/washington-trust-bancorp%2C-inc./,WASH,0.25,0.5,0.4,0.0,0.0,0.0,6020.0,76.87
0.5,0.5,0.5,-2.661853313446045,-1.7013132572174072,-1.3424129486083984,weatherford international plc,https://www.prnewswire.com/news/weatherford-international-plc/,WFRD,0.25,0.5384615384615384,0.3,0.0,0.0,0.0,1381.0,-450.0
0.5,0.5,1.0,-2.360797882080078,-1.7013132572174072,0.9999998211860657,wheaton precious metals corp.,https://www.prnewswire.com/news/wheaton-precious-metals-corp./,WPM,0.2727272727272727,0.4,0.3,0.0,0.0,0.0,1040.0,754.885
1.0,1.0,1.0,1.0,0.9999998211860657,0.9999998211860657,yext inc.,https://www.prnewswire.com/news/yext%2C-inc./,YEXT,0.625,0.7272727272727273,1.0,0.0,0.0,1.0,7370.0,-93.259
